id	title	abstract	year	journal	citations 
1192	Real-Time Optimized Path Planning and Energy Consumption for Data Collection in Unmanned Ariel Vehicles-Aided Intelligent Wireless Sensing	In this article, we consider a new unmanned ariel vehicles (UAV)-Aided intelligent wireless sensing scheme, where the UAVs are deployed for smart sensing and collecting data from Internet-of-Things (IoT) devices. In particular, we propose optimal UAVs' path planing approaches for minimizing the completion time and total energy consumption of the UAVs' deployment for data collection. Two optimal schemes, namely, optimal energy consumption by peer-To-peer UAV-IoT sensing networks and optimal energy consumption by clustering UAV-IoT sensing networks, are considered. The low-complexity procedures of our advanced optimization techniques are suitably applied to disaster relief networks when the solving time must be strictly adhered to. Our real-Time optimization algorithms result in low computational complexity with fast deployment and low processing time for solving the problem of tracking and gathering sensor data, i.e., in very short time (milliseconds). Through simulations results we demonstrate that our proposed approaches in UAV-Aided intelligent IoT wireless sensing are suitable for time-critical mission applications such as emergency communications, public safety, and disaster relief networks. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	3
1193	Cloud-Edge Collaborative SFC Mapping for Industrial IoT Using Deep Reinforcement Learning	The industrial Internet of Things (IIoT) and 5G have been served as the key elements to support the reliable and efficient operation of Industry 4.0. By integrating burgeoning network function virtualization (NFV) technology with cloud computing and mobile edge computing, an NFV-enabled cloud-edge collaborative IIoT architecture can efficiently provide flexible service for the massive IIoT traffic in the form of a service function chain (SFC). However, the efficient cloud-edge collaboration, the reasonable comprehensive resource consumption, and different quality of services are still key problems to be solved. Thus, to balance the quality of IIoT services, as well as computational and communicational resource consumption, a multiobjective SFC deployment model is designed to characterize the diverse service requirements and specific network environment for the IIoT. Then, a deep-Q-learning-based online SFC deployment algorithm is presented, which can efficiently learn the relationship between the SFC deployment scheme and its performance through the iterative training. Simulation results demonstrate that our proposed approach outperforms others in balancing the resource consumption, accepting more SFC requests, as well as providing differentiated services for delay-sensitive IIoT traffic and resource-intensive IIoT traffic. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1194	Privacy-Preserving Federated Depression Detection From Multisource Mobile Health Data	Depression is one of the most common mental illnesses, and the symptoms shown by patients are different, making it difficult to diagnose in the process of clinical practice and pathological research. Although researchers hope that artificial intelligence can contribute to the diagnosis and treatment of depression, the traditional centralized machine learning methods need to aggregate patient data, and the data privacy of patients with mental illness needs to be strictly confidential, which hinders machine learning algorithms' clinical application. To solve the problem of medical data privacy with depression, in this article, we implement a study of federated learning to analyze and diagnose depression. First, we propose a general multiview federated learning framework using multisource data, which can extend any traditional machine learning model to support federated learning across different institutions or parties. Second, we employ later fusion methods to solve the problem of inconsistent time series of multiview data. Finally, we compare the federated framework with other cooperative learning frameworks in performance and discuss the related results. The experimental results show that in the case of participating in federated learning with enough participants, the prediction accuracy of depression score can reach 85.13%, which is about 15% higher than local training. When the number of participants is small and the amount of data is sufficient, the prediction accuracy of depression score can also reach 84.32%, and the improvement rate is about 9%. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	6
1195	An Effective Edge-Intelligent Service Placement Technology for 5G-and-Beyond Industrial IoT	With the rapid development of wireless communication, traditional cloud computing cannot fully support low-latency services, especially in sensor networks. Mobile edge computing (MEC) can improve the quality of experience of end users and save the energy consumption of mobile end devices by providing computing resources and storage space. However, it may cause discontinuity of services if these mobile end devices roam around different MEC servers' areas. To solve the aforementioned problem, in this article, we propose an effective edge-intelligent service placement algorithm (EISPA), which transforms the service placement problem into finding a globally optimal solution via nature-inspired particle swarm optimization (PSO). Moreover, we use a shrinkage factor and combine it with the simulated annealing (SA) algorithm to adjust the position of particles in our algorithm, which aims to avoid falling into an optimal local solution to a certain extent. Performance analysis results show that the EISPA is approaching the optimal enumeration collaborative computation offloading algorithm, and system cost under energy constraints is 83.6%, 20.4%, and 20.3% lower than that in Only Local, Finding the Nearest Edge, and the genetic SA-based PSO algorithms, respectively, which proves that the EISPA has better performance. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1196	Establishing a Cybersecurity Home Monitoring System for the Elderly	Many countries have increasingly aging populations. Many of these elderly people live alone and independently, but those suffering from chronic diseases or disabilities are at risk of accidents that will require assistance. Many commercially available homecare systems provide remote monitoring functionality, but these systems require someone on the other end of the remote connection to be paying attention. This raises the need for intelligent home monitoring systems to ensure continuous awareness of user safety. This article proposes a system using beacon technology to assess subject well being based on lack of movement, and automatically activates prepositioned cameras and send an alert to family members or caregivers in response to potentially high-risk activity, such as activating particular kitchen appliances. However, the use of such cameras raises privacy concerns. To improve object readability and privacy, our research uses federated learning to enhance the readability of fast regions with convolutional neural networks features (RCNN). The presented approach stores the personal information of the elderly in the local server, which avoids revealing their home information and secures the data transmission safety by privacy protection. The article has proved the feasibility and practicality by running the experiment; the system can genuinely operate in home health care. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	
1197	Real-Time Predictive Control for Chemical Distribution in Sewer Networks Using Improved Elephant Herding Optimization	As a critical infrastructure of urban water systems, sewer networks suffer from serious corrosion and odor problems, which can be controlled by chemical dosing. It is a challenging task to optimize chemical distribution in such a hybrid system with continuous hydraulic flow, discrete pump operations, and dynamic constraints. In this article, we study real-time control of multiple pumps to achieve the desired chemical distribution in a sewer network. A novel hybrid optimization approach is developed, which involves an event-triggered scheme triggered by predicting proper pumping events at uncontrolled pumping stations, and an improved nature-inspired elephant herding optimization (iEHO) algorithm for scheduling pumping at controllable pumping stations. The proposed method is validated through simulation studies of a real-life sewer network using real measured data. Our strategy significantly improves chemical distribution with reduced costs, despite an astronomic searching space. The iEHO algorithm outperforms the genetic algorithm in terms of the quality of solutions and convergence efficiency. © 2020 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1198	Deep Learning-Based Privacy Preservation and Data Analytics for IoT Enabled Healthcare	With the development of the industrial Internet of Things (IIoT), intelligent healthcare aims to build a platform to monitor users' health-related information based on wearable devices remotely. The evolution of blockchain and artificial intelligence technology also promotes the progress of secure intelligent healthcare. However, since the data are stored in the cloud server, it still faces the risk of being attacked and privacy leakage. Note that little attention has been paid to the security issue of privacy information mixed in raw data collected from large number of distributed and heterogeneous wearable healthcare devices. To solve this problem, in this article, we design a deep learning-based privacy preservation and data analytics system for IoT enabled healthcare. At the user end, we collect raw data and separate the users' privacy information in the privacy-isolation zone. At the cloud end, we analyze the health-related data without users' privacy information and construct a delicate security module based on the convolutional neural network. We also deploy and evaluate the prototype system, where extensive experiments prove its effectiveness and robustness. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1199	A Container-Driven Service Architecture to Minimize the Upgrading Requirements of User-Side Smart Meters in Distribution Grids	Advances in information and communication technologies have significantly influenced the operation of low-voltage distribution grids. As essential elements of distribution grids, user-side smart meters find many smart grid applications, for example to measure electrical energy use and facilitate communications. However, the service models of distribution grids remain under development in association with upgrading of user-side smart meters. These meters are resource constrained, and challenging to upgrade on a large scale. To address this issue, this article describes a container-driven service architecture, in which containers are used to create a virtual dedicated agent (digital twin) for each user-side smart meter. The agent can be deployed either in the cloud or on an edge system, and can be upgraded to support emerging smart grid applications, thus minimizing the future upgrading requirements of user-side smart meters. We built experimental test beds to verify the proposed architecture and evaluated its performance in real-world experiments. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1200	Federated Learning for Cybersecurity: Concepts, Challenges, and Future Directions	Federated learning (FL) is a recent development in artificial intelligence, which is typically based on the concept of decentralized data. As cyberattacks are frequently happening in the various applications deployed in real time, most industrialists are hesitating to move forward in adopting the technology of the Internet of Everything. This article aims to provide an extensive study on how FL could be utilized for providing better cybersecurity and prevent various cyberattacks in real time. We present an extensive survey of the various FL models currently developed by researchers for providing authentication, privacy, trust management, and attack detection. We also discuss few real-time use cases that have been deployed recently and how FL is adopted in them for preserving privacy of data and improving the performance of the system. Based on the study, we conclude this article with some prominent challenges and future directions on which the researchers can focus for adopting FL in real-time scenarios. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	20
1201	Federated tensor decomposition-based feature extraction approach for industrial IoT	Data in modern industrial applications and data science present multidimensional progressively, the dimension and the structural complexity of these data are becoming extremely high, which renders existing data analysis methods and machine learning algorithms inadequate to the extent. In addition, high-dimensional data in actual scenarios often share some common latent components and patterns, it is necessary and significant to analyze such data in an associative manner, rather than treating them independently. Considering the problem of data islands and data privacy that is prevalent in the industry. In this article, we propose the first joint high-order orthogonal iterative (J-HOOI) algorithm for simultaneous tensor decomposition and federated tensor decomposition (FTD) model for feature extraction and dimension reduction of high-dimensional industrial data under the federated learning framework. Moreover, we also develop a secure federated computation process based on the J-HOOI method. Using this method, multiple participants iteratively calculate the local factor matrices and transfer the local information to the parameter server, which aggregates the local information to generate the globally updated factor matrices. Finally, each client generates globally compressed features by projecting local data onto these common potential spaces. We have demonstrated with real-world industrial datasets that our approach is similar to a centralized training model in decomposition accuracy and classification accuracy while respecting privacy. © 2021 IEEE.	2021	IEEE Transactions on Industrial Informatics	4
1202	Blockchain-Empowered Decentralized Horizontal Federated Learning for 5G-Enabled UAVs	Motivated by Industry 4.0, 5G-enabled unmanned aerial vehicles (UAVs; also known as drones) are widely applied in various industries. However, the open nature of 5G networks threatens the safe sharing of data. In particular, privacy leakage can lead to serious losses for users. As a new machine learning paradigm, federated learning (FL) avoids privacy leakage by allowing data models to be shared instead of raw data. Unfortunately, the traditional FL framework is strongly dependent on a centralized aggregation server, which will cause the system to crash if the server is compromised. Unauthorized participants may launch poisoning attacks, thereby reducing the usability of models. In addition, communication barriers hinder collaboration among a large number of cross-domain devices for learning. To address the abovementioned issues, a blockchain-empowered decentralized horizontal FL framework is proposed. The authentication of cross-domain UAVs is accomplished through multisignature smart contracts. Global model updates are computed by using these smart contracts instead of a centralized server. Extensive experimental results show that the proposed scheme achieves high efficiency of cross-domain authentication and good accuracy. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	52
1203	A Privacy Enhanced Authentication Scheme for Securing Smart Grid Infrastructure	The rapid advancements in smart grid (SG) technology extend a large number of applications including vehicle charging, smart buildings, and smart cities through the efficient use of advanced communication architecture. However, the underlying public channel leads these services to be vulnerable to many threats. Recently, some security schemes were proposed to counter these threats. However, the insecurities of some of these schemes against key compromise impersonation (KCI) and related attacks or compromise on efficiency calls for a secure and efficient authentication scheme for SG infrastructure. A new scheme to secure SG communication is presented in this article to provide a direct device-to-device authentication among smart meter and neighborhood area network gateway. Designed specifically to resists KCI and related attacks, the proposed scheme is more secure and completes the authentication procedure by using the least communication cost as compared with related schemes, which is evident through security and efficiency comparisons. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	7
1204	Hybrid Malware Detection Based on Bi-LSTM and SPP-Net for Smart IoT	In this article, we propose the hybrid malware detection scheme, HyMalD, with bidirectional long short-term memory (Bi-LSTM) and the spatial pyramid pooling network (SPP-Net). Its purpose is to protect Internet of Things (IoT) devices and minimize the damage caused by infection through obfuscated malware. HyMalD performs the static and dynamic analyses logically simultaneously to detect obfuscated malware, which is impossible to do using static analysis alone. First, it extracts static features of the opcode sequence using a reconstructed dataset according to the obfuscation and extracts the application programming interface (API) call sequence dynamically. The extracted features are trained through the Bi-LSTM and SPP-Net models, which HyMalD uses to detect and classify IoT malware. The performance of HyMalD was evaluated, and its detection accuracy was 92.5%. The false-negative rate (FNR) of HyMalD was 7.67%. Thus, HyMalD detects IoT malware more accurately and with a lower FNR than in the static analysis, which had 92.09% detection accuracy and 9.97% FNR. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	1
1205	AF Relaying Secrecy Performance Prediction for 6G Mobile Communication Networks in Industry 5.0	Industry 5.0 has developed in full swing, and accelerated the process of the sixth-generation (6G) mobile communication. Physical layer security is important for complex 6G mobile communication networks. To process active complex events in 6G mobile cooperative networks, predicting secrecy performance in time is essential for the mobile communication quality evaluation. Using amplify-and-forward (AF) relaying, we propose a transmit antenna selection (TAS) based secrecy scheme in this article. To analyze the security of 6G mobile cooperative networks, signal-to-noise ratio of the end-to-end link is used to derive the novel expressions for secrecy outage probability (SOP). The theoretical results are confirmed by simulation results. Then, we use SOP as the important merit to evaluate the secrecy performance, and set up the dataset. To achieve secrecy performance prediction, a convolutional neural network (CNN) based SOP prediction algorithm is proposed. The designed CNN model has five convolution layers, which all use the same convolution in the padding and do not change data size. For this improved CNN structure, we adopt the idea of SqueezeNet, which belongs to the lightweight CNN. The improved CNN model can greatly reduce the parameters and network complexity on the premise of ensuring the prediction accuracy. We also examine the following state-of-the-art techniques, first, Elman, second, InceptionNet, third, deep neural network (DNN), and fourth, support vector machine methods. The proposed CNN algorithm can achieve better SOP prediction results than other existing methods. In particular, compared with DNN method, the prediction accuracy is increased by 66.7%. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	3
1206	Delay-Sensitive Secure NOMA Transmission for Hierarchical HAP-LAP Medical-Care IoT Networks	Medical-care Internet of Things enables rapid medical assistance by providing comprehensive and clear healthy information. However, due to the limited infrastructure, it is difficult to quickly and securely transmit medical-care information in poverty-stricken or disaster-stricken areas. To tackle the above situation, in this article, we propose a delay-sensitive secure nonorthogonal multiple access (NOMA) transmission scheme with the high-altitude platform (HAP) and low-altitude platforms (LAPs) cooperated to securely provide delay-sensitive medical-care services. In the proposed scheme, we first design a novel HAP-LAP secure transmission framework to provide NOMA communication services to multiple hotspots. Constrained by the limited power and spectrum, we formulate an optimization problem, such that the privacy information delay is minimized. For thisnonconvex optimization problem, we design an alternating optimization framework, where the power, spectrum, and LAPs' location are tackled in turn. In addition, we theoretically analyze the performance superiority compared with the orthogonal multiple access scheme and derive the secrecy outage probability closed-form expression. Finally, numerical results show the performance superiority of the proposed scheme compared with the current works with respect to the secure information delay. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	42
1207	PACMAN: Privacy-Preserving Authentication Scheme for Managing Cybertwin-Based 6G Networking	Security and privacy of data-in-transit are critical issues in Industry 4.0, which are further amplified by the use of faster communication technologies such as 6G. Along with security issues, computation and communication costs, as well as data confidentiality, must be also accommodated. In this article, we design a cybertwin-based cloud-centric network architecture to improve the flexibility and scalability of 6G industrial networks. Cybertwin not only enables the deployment of advanced security solutions but also provides an always-on connection. However, the security of data-in-transit over wireless communication between users/things and cybertwin remains a concern. Hence, a privacy-preserving authentication scheme based on digital signature and authenticated key exchange protocol is designed to address the security concerns of data exchanged. In addition, we conduct a security analysis that proves that the scheme resists several attacks in the Industry 4.0 environment. Moreover, the evaluation performed confirmed the superiority of the proposed work comparing to the existing works. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	1
1208	Spatiotemporally Multidifferential Processing Deep Neural Network and its Application to Equipment Remaining Useful Life Prediction	In this article, facing the gaps that the traditional long short-term memory (LSTM) and convolution neural network (CNN) cannot differentially deal with the input data based on the corresponding trend and stage information in remaining useful life (RUL) prediction, a more accurate and robust RUL prediction model is constructed. First, a temporally multidifferential LSTM (TMLSTM) with the multitrend division unit and multicellular unit is proposed, and a spatially multidifferential CNN (SMCNN) with the multistage division unit and differentiated convolutions is designed. Then, by combining TMLSTM and SMCNN, a spatiotemporally multidifferential deep neural network is developed for predicting the equipment RUL, which enhances the ability of feature extraction from the spatiotemporal perspective by using the multitrend and multistage information. Via several evaluation indexes, the commercial modular aero propulsion system simulation dataset and the wind turbine gearbox bearing dataset are used to validate the superiority of the proposed method over several existing prediction methods. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1209	SPTM-EC: A Security and Privacy-Preserving Task Management in Edge Computing for IIoT	Data/tasks of Industrial Internet of Things (IIoT) are extremely private and valuable to computing. Edge computing facilitates IIoT services by offering platforms of supportive facilities and functionalities. However, the convergence of intelligent edge computing and IIoT platforms has been held back by the need to develop systems for maintaining security and privacy. In this article, we propose a new framework for securely and confidentially sending, storing, and computing IIoT tasks. This framework employs a lightweight encryption scheme alongside modified ElGamal encryption and digital signature schemes. We analyzed the robustness of this framework in terms of security and privacy, and assessed its performance through simulations. Ultimately, the proposed framework outperformed the existing models in terms of time complexity, latency, and energy consumption. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1210	Privacy-Preserving Prediction of Victim's Mortality and Their Need for Transportation to Health Facilities	Emergency medical services (EMS) provide crucial prehospital care, such as in the case of cardiac arrest, where the victim requires immediate first-aid. For this reason, it is vital to improving EMS response time. This article proposes a novel methodology based on machine learning (ML) techniques to predict both the victims' mortality and their need for transportation to health facilities using data gathered from the start of the emergency call until the Departmental Fire and Rescue Service of the Doubs (SDIS25) is notified. We first analyzed SDIS25 calls to find out associations between the call processing times and victims' mortality, and to measure the variables' importance. Next, we validated our proposed ML-based methodology, where mortality could be predicted with accuracy and area under the receiver operating characteristic curve (AUC) scores of 96.44% and 96.04%, respectively, while the need for transportation achieved an accuracy and AUC scores of 73.62% and 78.91%, respectively. What is more, we found out that it was still possible to predict both targets perturbating the input data by applying k-anonymity and differential privacy techniques. In conclusion, the results showed the potential of ML for EMS, which can be used as a decision-support tool to early identify mortality and the use of resources (transportation) and, thus, help EMS to save more lives and avoid service disruptions. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1211	Towards Energy-Efficient and Secure Data Transmission in AI-Enabled Software Defined Industrial Networks	Currently, increasing attention is devoted to artificial intelligence (AI) enabled software defined industrial networks (AI-SDINs). Toward energy-efficient and secure data transmission in AI-SDINs, a metric called energy-cost-per-useful-bit (ECPUB), which means energy cost of transmitting per useful bit is presented to evaluate energy efficiency and a novel energy-efficiency based secure multipath routing scheme is then put forward. Specifically, the ECPUB incorporates the utility and the law of diminishing marginal utility, for revealing the relationship among energy consumption, residual energy, and useful bits required. Moreover, in this article, an energy-efficiency based secure multipath routing scheme (E2SMR) is proposed by adopting the ECPUB and (t, n) threshold secret sharing scheme, for enhancing the security under the premise of guaranteeing energy efficiency. Extensive simulation results show that ECPUB can evaluate the energy efficiency and facilitate the balance of network load, while E2SMR can prolong the lifetime of the network and simultaneously ensure the network functionality securely. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	4
1212	Local Trajectory Privacy Protection in 5G Enabled Industrial Intelligent Logistics	The value of trajectory data lies mainly in the spatio-temporal correlation. However, the existing privacy protection methods ignore the spatio-temporal correlation of trajectory data, resulting in a large error in trajectory proportion estimation and Top-K classification. For the privacy of truck trajectory in intelligent logistics, the location and trajectory data perturbation method based on quadtree indexing is proposed, which leverages location generalization and local differential privacy techniques. Our proposed algorithms are suitable for datasets with a large sample space and can protect the trajectory privacy of truck drivers while preserving the strong correlation between adjacent spatio-temporal nodes in the trajectory. The results of simulation on a real trajectory dataset show that the proposed methods not only meet the trajectory privacy requirements of users but also have a good performance in trajectory proportion estimation and Top-K classification. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1213	Adding Redundancy to LoRaWAN for Emergency Communications at the Factory Floor	Wireless communications may be the key solution to satisfy mobility, flexibility, and scalability requirements of the Internet of Things. Particularly, the low power wide area networks, operating in unlicensed bands, are promising because they permit both private and public backends. Unfortunately, their target applications are situations where sporadic transmissions are tolerated. They could not fit scenarios in which high reliability and short round trip time are required. In this article, the LoRaWAN solution is considered for managing emergency and alarm communications. Reliability and timeliness limits have been overcome by jointly using a message replication scheme with variable payload length together with low-cost repeaters. Experiments have been carried out in both fixed and low-speed mobility scenarios (with an interfering traffic of 95 message/h, generated by regular LoRaWAN colocated network). Results, in the former case, show that the success probability of confirmed messages is 100%, the 99.6% of the available data are delivered to the backend, and the average delay decreases by 150 ms. When mobility is considered (e.g., for an automatic guided vehicle use case) results confirm significant improvements for both the transaction success ratio and the data extraction rate that significantly increase up to 95% and 87%, respectively. On the contrary, the overall average delay is not always reduced. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	3
1214	QoS and Privacy-Aware Routing for 5G-Enabled Industrial Internet of Things: A Federated Reinforcement Learning Approach	The development and maturity of the fifth-generation (5G) wireless communication technology provides the industrial Internet of Things (IIoT) with ultra-reliable and low-latency communications and massive machine-type communications, and forms a novel IIoT architecture, 5G-IIoT. However, massive data transfer between interconnecting industrial devices also brings new challenges for the 5G-IIoT routing process in terms of latency, load balancing, and data privacy, which affect the development of 5G-IIoT applications. Moreover, the existing research works on IIoT routing mostly focus on the latency and the reliability of the routing, disregarding the privacy security in the routing process. To solve these problems, in this article, we propose a quality of service (QoS) and data privacy-aware routing protocol, named QoSPR, for 5G-IIoT. Specifically, we improve the community detection algorithm info-map to divide the routing area into optimal subdomains, based on which the deep reinforcement learning algorithm is applied to build the gateway deployment model for latency reduction and load-balancing improvement. To eliminate areal differences, while considering the privacy preservation of the routing data, the federated reinforcement learning is applied to obtain the universal gateway deployment model. Then, based on the gateway deployment, the QoS and data privacy-aware routing is accomplished by establishing communications along the load-balancing routes of the minimum latencies. The validation experiment is conducted on real datasets. The experiment results show that as a data privacy-aware routing protocol, the QoSPR can significantly reduce both average latency and maximum latency, while maintaining excellent load balancing in 5G-IIoT. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	6
1215	Mission Effective Capacity-A Novel Dependability Metric: A Study Case of Multiconnectivity-Enabled URLLC for IIoT	Various industrial Internet of Things applications demand execution periods throughout which no communication failure is tolerated. However, the classical understanding of reliability in the context of ultra-reliable low-latency communication (URLLC) does not reflect on the time-varying characteristics of the wireless channel. In this article, we introduce a novel mission reliability and mission effective capacity metric that takes these phenomena medium into account, while specifically studying multiconnectivity (MC)-enabled industrial radio systems. We assume uplink short packet transmission with no channel state information at URLLC user (the transmitter) and sporadic traffic arrival. Moreover, we leverage the existing framework of dependability theory and provide closed-form expressions (CFEs) for the mission reliability of the MC system using the maximal-ratio combining scheme. We do so by utilizing the mean time to first failure, which is the expected time of failure occurring for the first time. Moreover, we also derive exact CFEs for second-order statistics, such as level crossing rate and average fade duration, showing how fades are distributed in fading channels with respect to time. Furthermore, the design throughput maximization problem under the mission reliability constraint is solved numerically through the cross-entropy method. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	4
1216	Delay Minimization for NOMA-Enabled Mobile Edge Computing in Industrial Internet of Things	Mobile edge computing and nonorthogonal multiple access (NOMA) have been considered as promising technologies that can satisfy rigorous requirements of industrial Internet of Things systems. However, system dynamics, including channel states and computation task requests, may continuously change NOMA decoding order and computation uploading time, making it difficult to reduce latency using conventional highly complex optimization methods. In this article, we investigate a novel scheme that effectively reduces the average task delay to improve the quality of service for all users by jointly optimizing subchannel assignment (SA), offloading decision (OD), and computation resource allocation (CRA). To deal with the high complexity, the original multiserver problem is first decomposed into multiple single-server problems. Subsequently, each single-server problem is decoupled into CRA and SA/OD subproblems. Using convex optimization, a closed-form solution is derived for the optimal CRA action. Concurrently, the optimal SA/OD action is obtained using a distributed multiagent deep reinforcement learning algorithm. Simulation results reveal that the proposed scheme significantly outperforms the state-of-the-art schemes. In particular, it reduces the action decision duration by 30 times while achieving a near-optimal performance of up to 97% of the optimum under the exhaustive search scheme. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1217	ChainFL: A Simulation Platform for Joint Federated Learning and Blockchain in Edge/Cloud Computing Environments	As a distributed computing paradigm, edge computing has become a key technology for providing timely services to mobile devices by connecting Internet of Things (IoT), cloud centers, and other facilities. By offloading compute-intensive tasks from IoT devices to edge/cloud servers, the communication and computation pressure caused by the massive data in Industrial IoT can be effectively reduced. In the process of computation offloading in edge computing, it is critical to dynamically make optimal offloading decisions to minimize the delay and energy consumption spent on the devices. Although there are a large number of task offloading-decision models, how to measure and evaluate the quality of different models and configurations is crucial. In this article, we propose a novel simulation platform named ChainFL, which can build an edge computing environment among IoT devices while being compatible with federated learning and blockchain technologies to better support the embedding of security-focused offloading algorithms. ChainFL is lightweight and compatible, and it can quickly build complex network environments by connecting devices of different architectures. Moreover, due to its distributed nature, ChainFL can also be deployed as a federated learning platform across multiple devices to enable federated learning with high security due to its embedded blockchain. Finally, we validate the versatility and effectiveness of ChainFL by embedding a complex offloading-decision model in the platform, and deploying it in an Industrial IoT environment with security risks. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1218	Toward Fairness-Aware Time-Sensitive Asynchronous Federated Learning for Critical Energy Infrastructure	Critical energy infrastructure (CEI) systems are vital to underpin the national economy and social development, but vulnerable to cyber attack and data privacy leakage when distributed machine learning technologies are deployed on them. Although federated learning (FL) has promoted distributed collaborative learning while keeping natural compliance with the privacy protection, it is tremendously difficult to schedule edge nodes of CEI collaboratively when asynchronous FL tasks are applied in CEI system, since the CEI system must make an irrevocable immediate decision on whether to hire a participant who arrives and departs dynamically without knowing future information. In this article, we tackle this issue by designing fairness-aware and time-sensitive task allocation mechanisms in asynchronous FL for CEI. First, we design an optimal multidimensional contract to guarantee the reliability, honesty, and fairness, and maximize the learning accuracy for the fixed deadline scenario. Second, we design a multimetric participant recruitment mechanism to control time consumption for the limited budget scenario, prove that the problem of optimizing this mechanism is NP-hard, and propose an e-approximation algorithm accordingly. Finally, extensive experiments using both real-world data and simulated data further demonstrate the effectiveness and efficiency of our proposed mechanisms compared to the state-of-the-art approaches. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
1219	Heuristic Optimization of Multipulse Rectifier for Reduced Energy Consumption	Intelligent Manufacturing 5.0 of multipulse rectifier systems requires them to be optimized for a variety of use in transportation and factories producing hearty touch technology. The research presented in this article show advances of using heuristic models to set 12-pulse and 24-pulse rectifiers to work under low- and high-voltage load. As a result of heuristic optimization electric systems increase efficiency and reduce energy consumption by efficiency benefits in adopting artificial intelligence. Applied heuristic models helped in computer simulations to optimize system settings in a short time. Results show that optimized models are more efficient and our proposed approach is reducing voltage pulsation. As a result optimized system improves electromagnetic compatibility for beneficial use in modern industry and sensible human-machine cooperation. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	5
1220	A Blockchain-Based Auditable Access Control System for Private Data in Service-Centric IoT Environments	Internet of Things (IoT) devices are widely considered in smart cities, intelligent medicine, and intelligent transportation, among other fields that facilitate people's lives, producing a large amount of private data. However, due to the mobility, limited performance, and distributed deployment of IoT, traditional access control methods cannot support the security of private data's access control process in current IoT environments. To address such problems, this article proposes an auditable access control model, based on an attribute-based access control model, and manages the access control policy for private data through the request record, the response record, and the access record stored in the blockchain network. Additionally, a Blockchain-based auditable access control system is also proposed based on the auditable access control model, ensuring private data security in IoT environments and realizing effective management and auditable access to these data. Experimental results show that the proposed system can maintain high throughput while ensuring private data security for real application scenarios in IoT environments. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	20
1221	A Continual Learning-Based Framework for Developing a Single Wind Turbine Cybertwin Adaptively Serving Multiple Modeling Tasks	This article proposes a generalized neural continual learning-based cybertwin (GNC) modeling framework to realize developing one wind turbine (WT) cybertwin serving multiple modeling tasks in the wind farm operations and maintenance (O&M). A generalized WT cybertwin modeling problem, which considers modeling one cybertwin for multiple tasks without additional computational burden, is studied for the first time. Fully connected neural networks are adopted as the backbone for developing the GNC model. The online elastic weight consolidation method is incorporated to mitigate the catastrophic forgetting phenomenon among different modeling tasks. Computational experiments are conducted to validate the effectiveness of the proposed GNC framework based on the supervisory control and data acquisition data. Modeling tasks in three important problems of the wind farm O&M, the WT gearbox failure detection, WT blade breakage detection, and wind power prediction, are considered in the experiment. Compared with other benchmarking models, such as the multiple neural cybertwins, neural cybertwin, and regularized neural cybertwin, the proposed GNC can achieve high accuracies on both new tasks and existing tasks, which further verifies the WT cybertwin generalization via the proposed GNC. © 2005-2012 IEEE.	2022	IEEE Transactions on Industrial Informatics	2
