id	term	count
30923	management due to	2
30924	network slicing is	2
30925	public private key	2
30926	and is vulnerable	2
30927	is proposed named	2
30928	and severity prediction	2
30929	segmentation network is	2
30930	network is introduced	2
30931	ha significantly reduced	2
30932	centralized and distributed	2
30933	increasing population of	2
30934	population of industry	2
30935	hotly discussed topic	2
30936	discussed topic in	2
30937	anomaly detection algorithm	2
30938	security protection 2005-2012	2
30939	and secure operation	2
30940	data i e	2
30941	and temporal feature	2
30942	even on a	2
30943	level of data	2
30944	smart home smart	2
30945	of IIoT system	2
30946	propose a parallel	2
30947	image to extract	2
30948	peak power constraint	2
30949	power constraint and	2
30950	time slot of	2
30951	era of industry	2
30952	of industry however	2
30953	in IIoT data	2
30954	reliability of user	2
30955	rapid growth of	2
30956	algorithm to train	2
30957	of a specific	2
30958	is significantly reduced	2
30959	high throughput and	2
30960	in data management	2
30961	service a well	2
30962	IIoT cloud platform	2
30963	smart factory however	2
30964	identity authentication and	2
30965	system parameter and	2
30966	edge cloud server	2
30967	time is le	2
30968	framework i e	2
30969	state-of-the-art baseline 2005-2012	2
30970	data management is	2
30971	data to ensure	2
30972	to different hardware	2
30973	and treatment of	2
30974	of lung tumor	2
30975	article proposed a	2
30976	attention mechanism and	2
30977	a channel attention	2
30978	segmentation of lung	2
30979	complex industrial environment	2
30980	optimization method often	2
30981	social medium service	2
30982	IT OT convergence	2
30983	novel idea of	2
30984	scheme significantly outperforms	2
30985	benchmark datasets and	2
30986	user and item	2
30987	matrix factorization to	2
30988	data set to	2
30989	a real IIoT	2
30990	image and text	2
30991	attention schema is	2
30992	aim to improve	2
30993	of transportation network	2
30994	transportation network in	2
30995	method is a	2
30996	of traffic data	2
30997	and privacy leakage	2
30998	of data island	2
30999	graph-based MKC method	2
31000	mainly aim to	2
31001	technique known a	2
31002	of runtime and	2
31003	great impact on	2
31004	angle error solver	2
31005	used to measure	2
31006	opinion dynamic model	2
31007	via a graph	2
31008	position of a	2
31009	accuracy and lower	2
31010	practical application therefore	2
31011	is gaining momentum	2
31012	is implemented by	2
31013	traffic of IIoT	2
31014	development of mobile	2
31015	sixth generation mobile	2
31016	mobile communication system	2
31017	of network function	2
31018	a distributed computing	2
31019	computing and mobile	2
31020	of CI technology	2
31021	CI technology a	2
31022	technology a NIB	2
31023	of blockchain network	2
31024	uneven distribution of	2
31025	performance of blockchain	2
31026	scheme is obtained	2
31027	fast transmission speed	2
31028	deployed to monitor	2
31029	to monitor different	2
31030	time of forest	2
31031	based decomposition strategy	2
31032	allocation strategy is	2
31033	of power transformer	2
31034	performance is comparable	2
31035	transportation system to	2
31036	system to protect	2
31037	protect data privacy	2
31038	traffic speed forecasting	2
31039	extensive case study	2
31040	industrial process usually	2
31041	EASSA algorithm is	2
31042	by nonstationary trend	2
31043	more accurately and	2
31044	to provide reliable	2
31045	interaction among different	2
31046	total charging power	2
31047	first stage a	2
31048	smart meter measurement	2
31049	distribution network is	2
31050	condition of ensuring	2
31051	DE algorithm based	2
31052	modeling based on	2
31053	and private data	2
31054	security ha become	2
31055	major concern in	2
31056	based on digital	2
31057	employed to determine	2
31058	a method based	2
31059	proposed framework to	2
31060	algorithm in solving	2
31061	widely investigated in	2
31062	in a manner	2
31063	sequential strategy and	2
31064	chest x-ray image	2
31065	instead of a	2
31066	RE generation and	2
31067	generation and electricity	2
31068	and electricity load	2
31069	and improved training	2
31070	used to establish	2
31071	wind power generation	2
31072	of law compliance	2
31073	law compliance of	2
31074	compliance of smart	2
31075	smart contract in	2
31076	propose a formal	2
31077	variational bayesian learning	2
31078	bayesian learning algorithm	2
31079	IIoT system is	2
31080	quality of different	2
31081	of unmanned aerial	2
31082	vehicle UAV aided	2
31083	linear programming formulation	2
31084	programming formulation of	2
31085	data sparsity and	2
31086	node to improve	2
31087	at a low	2
31088	energy cost 2005-2012	2
31089	is not suitable	2
31090	QoS requirement in	2
31091	proposed scheme efficiently	2
31092	diagnosis and treatment	2
31093	article provides a	2
31094	to extract spatial	2
31095	to extract feature	2
31096	recent year in	2
31097	detection protocol is	2
31098	a real-world industrial	2
31099	classification model 2005-2012	2
31100	past and future	2
31101	of production and	2
31102	constructed to predict	2
31103	provide more accurate	2
31104	device i e	2
31105	focus on centralized	2
31106	industrial scenario to	2
31107	production efficiency in	2
31108	model to direct	2
31109	action by following	2
31110	method to learn	2
31111	a distributed architecture	2
31112	and used in	2
31113	is not available	2
31114	set of data	2
31115	and fault location	2
31116	OPC UA compliant	2
31117	and OPC UA	2
31118	of cancer patient	2
31119	is improved by	2
31120	optimal parameter of	2
31121	and assist in	2
31122	highly efficient compared	2
31123	compared to various	2
31124	various state-of-the-art approach	2
31125	state-of-the-art approach and	2
31126	approach and is	2
31127	industrial automation 2005-2012	2
31128	to human health	2
31129	broadcast television network	2
31130	significant importance in	2
31131	a a hierarchical	2
31132	still a challenge	2
31133	to identify anomaly	2
31134	difficult to achieve	2
31135	smart meter data	2
31136	load pattern and	2
31137	applies a two-stage	2
31138	two-stage decomposition technique	2
31139	arbitrary geometrical array	2
31140	technique to transform	2
31141	channel covariance matrix	2
31142	secure routing path	2
31143	digital signal processing	2
31144	processing of industrial	2
31145	of industrial inspection	2
31146	industrial inspection application	2
31147	inspection application in	2
31148	presented to provide	2
31149	system fault diagnosis	2
31150	varying working condition	2
31151	based on upper	2
31152	on upper layer	2
31153	upper layer observation	2
31154	safety and efficiency	2
31155	industrial manufacturing system	2
31156	CNN and LSTM	2
31157	traffic flow prediction	2
31158	to give a	2
31159	task need to	2
31160	a bayesian network	2
31161	bayesian network based	2
31162	signal classification method	2
31163	fog computing platform	2
31164	is studied and	2
31165	heterogeneous and high-dimensional	2
31166	and high-dimensional data	2
31167	outperforms others in	2
31168	focus on a	2
31169	small object detection	2
31170	term of latency	2
31171	service architecture is	2
31172	6G core network	2
31173	wind power prediction	2
31174	harmonic elimination equation	2
31175	in LVRT operation	2
31176	voltage monitoring and	2
31177	of smart meter	2
31178	metering infrastructure and	2
31179	of a family	2
31180	developed IoT convection	2
31181	to efficiently deal	2
31182	order preference by	2
31183	baseline method 2005-2012	2
31184	proposed model in	2
31185	resource-constrained IoT device	2
31186	efficient data sharing	2
31187	computational efficiency and	2
31188	communication network ha	2
31189	and reliable communication	2
31190	throughput latency and	2
31191	delay and loss	2
31192	challenging task to	2
31193	accurate data analysis	2
31194	industrial environment is	2
31195	locality-sensitive hashing technique	2
31196	of experiment based	2
31197	of IACS a	2
31198	to search and	2
31199	a a data	2
31200	and synthetic datasets	2
31201	smart agriculture is	2
31202	relay sensor utilizes	2
31203	subcarriers to receive	2
31204	improve energy efficiency	2
31205	farrowing house pigtalk	2
31206	and automatically activates	2
31207	of streaming data	2
31208	and achieve a	2
31209	verifiable range query	2
31210	range query in	2
31211	query in data	2
31212	in data streaming	2
31213	chameleon authentication tree	2
31214	not only support	2
31215	to apply in	2
31216	security challenge to	2
31217	industrial IoT environment	2
31218	simulation on a	2
31219	problem to address	2
31220	multigraph datasets to	2
31221	real datasets demonstrate	2
31222	system need to	2
31223	of voice cloning	2
31224	voice cloning attack	2
31225	in a controlled	2
31226	iris pattern of	2
31227	pattern of atlantic	2
31228	of atlantic salmon	2
31229	different growth stage	2
31230	LSTM to classify	2
31231	of sequential image	2
31232	accurate prediction model	2
31233	based on generative	2
31234	on generative adversarial	2
31235	achieves up to	2
31236	up to improvement	2
31237	prediction accuracy compared	2
31238	predictive model is	2
31239	in medical field	2
31240	failing to capture	2
31241	presented to forecast	2
31242	smart uncoordinated and	2
31243	uncoordinated and coordinated	2
31244	proposed q-learning technique	2
31245	three different scenario	2
31246	effectiveness and advantage	2
31247	and advantage of	2
31248	gru encoder-decoder pair	2
31249	in a common	2
31250	a common space	2
31251	attention mechanism is	2
31252	people s travel	2
31253	driver detection legal	2
31254	detection legal driver	2
31255	driver identification and	2
31256	identification and driving	2
31257	and driving behavior	2
31258	of driving behavior	2
31259	paid little attention	2
31260	adaptive development environment	2
31261	digital twin and	2
31262	high scalability and	2
31263	sensing view to	2
31264	on intelligent sensing	2
31265	to classify and	2
31266	classify and locate	2
31267	and physical anomaly	2
31268	healthcare data system	2
31269	is efficient and	2
31270	healthcare system 2005-2012	2
31271	to IIoT device	2
31272	of end user	2
31273	ha attracted extensive	2
31274	attracted extensive attention	2
31275	and industry a	2
31276	of IIoT equipment	2
31277	characteristic of IIoT	2
31278	mnist and cifar-10	2
31279	different sized time	2
31280	sized time window	2
31281	flagged a soon	2
31282	efficiency in IIoT	2
31283	in IIoT network	2
31284	model in IIoT	2
31285	stochastic computation offloading	2
31286	problem is a	2
31287	unknown nonlinear dynamic	2
31288	nonlinear dynamic system	2
31289	and to enhance	2
31290	software defined networking	2
31291	industrial process in	2
31292	datasets and a	2
31293	license plate recognition	2
31294	is a significant	2
31295	part of industry	2
31296	risk due to	2
31297	propose a federated	2
31298	population-based optimization method	2
31299	optimization method a	2
31300	a hard real-time	2
31301	hard real-time task	2
31302	by on average	2
31303	industrial scenario in	2
31304	enabled NIB deployed	2
31305	of uakms NIB	2
31306	and construct a	2
31307	according to different	2
31308	component allocation problem	2
31309	designed to determine	2
31310	important application in	2
31311	component and a	2
31312	improved incremental RVFL	2
31313	sixth generation 6G	2
31314	in PEC environment	2
31315	mmW and μw	2
31316	dynamic and continuity	2
31317	continuity of task	2
31318	of task generation	2
31319	severe challenge to	2
31320	long-term average delay	2
31321	average delay of	2
31322	data of industrial	2
31323	algorithm and framework	2
31324	and framework 2005-2012	2
31325	transmission efficiency and	2
31326	is optimized to	2
31327	task extensive experiment	2
31328	in industry unfortunately	2
31329	authentication and tamper	2
31330	and tamper localization	2
31331	sensing device and	2
31332	device and communication	2
31333	and communication port	2
31334	quality of sensing	2
31335	of sensing task	2
31336	localization of UAV	2
31337	of UAV swarm	2
31338	and high accuracy	2
31339	sampling rate adaption	2
31340	average service delay	2
31341	DRL based approach	2
31342	f AP selection	2
31343	constraint to determine	2
31344	generalization capability of	2
31345	MPA is proposed	2
31346	by user in	2
31347	technology to tackle	2
31348	data sharing framework	2
31349	reliability and security	2
31350	improved efficiency and	2
31351	efficiency and reduced	2
31352	a a semi-markov	2
31353	a semi-markov decision	2
31354	semi-markov decision process	2
31355	feature in addition	2
31356	optimal decision in	2
31357	sensor node to	2
31358	privacy of industrial	2
31359	i e sybil	2
31360	sybil attack detection	2
31361	algorithm to perform	2
31362	of off-road vehicle	2
31363	of edge device	2
31364	HM D of	2
31365	fap in smart	2
31366	distribution in smart	2
31367	RV s speed	2
31368	optimization goal of	2
31369	become increasingly popular	2
31370	of CPS application	2
31371	edge-cloud computing assisted	2
31372	computing assisted CPS	2
31373	future research direction	2
31374	of safety-critical system	2
31375	and a hybrid	2
31376	global model in	2
31377	to facilitate distributed	2
31378	extreme weather event	2
31379	failure probability of	2
31380	line due to	2
31381	of certain request	2
31382	in edge network	2
31383	potential to solve	2
31384	and high-quality model	2
31385	a blockchain-based framework	2
31386	participating device reputation	2
31387	selecting reliable beacon	2
31388	unknown node in	2
31389	beacon node and	2
31390	node and malicious	2
31391	and malicious beacon	2
31392	reliability evaluation model	2
31393	on average 2005-2012	2
31394	fault recognition framework	2
31395	no prior knowledge	2
31396	of privacy preservation	2
31397	evaluate and compare	2
31398	traditional scheme and	2
31399	EHR based system	2
31400	developed a a	2
31401	a a decentralized	2
31402	a decentralized technology	2
31403	service in future	2
31404	static channel scenario	2
31405	channel scenario and	2
31406	dynamic channel scenario	2
31407	coastal distribution grid	2
31408	distribution grid by	2
31409	normal and post-disaster	2
31410	and post-disaster operation	2
31411	MMMGs and SCUC	2
31412	gas turbine and	2
31413	service in IIoT	2
31414	edge network to	2
31415	physical system and	2
31416	subproblems based on	2
31417	energy-efficient end-to-end security	2
31418	secure communication and	2
31419	integrity and confidentiality	2
31420	reduced number of	2
31421	cyber threat to	2
31422	intrusion detection model	2
31423	making use of	2
31424	and energy saving	2
31425	energy saving 2005-2012	2
31426	and computation task	2
31427	traditional approach 2005-2012	2
31428	due to privacy	2
31429	to privacy issue	2
31430	wireless communication technology	2
31431	design three type	2
31432	nonlinear MIMO system	2
31433	efficiency due to	2
31434	problem to optimize	2
31435	AoI aware scheduling	2
31436	multiple local actor	2
31437	theoretical analysis on	2
31438	provided and simulation	2
31439	high performance and	2
31440	and cloud storage	2
31441	content placement strategy	2
31442	low latency however	2
31443	latency however existing	2
31444	a secure DL	2
31445	and overlay mode	2
31446	training process to	2
31447	fused feature data	2
31448	random data arrival	2
31449	problem to maximize	2
31450	put forward higher	2
31451	forward higher requirement	2
31452	raft consensus mechanism	2
31453	record stored in	2
31454	proposed framework on	2
31455	and collecting data	2
31456	abnormal data in	2
31457	and reactive power	2
31458	reactive power dispatch	2
31459	proposed to handle	2
31460	of computation and	2
31461	privacy security of	2
31462	mechanism i e	2
31463	general data protection	2
31464	smart meter based	2
31465	two-layer state estimation	2
31466	LV network in	2
31467	number of radio	2
31468	eMBB service and	2
31469	fallen tree on	2
31470	tree on roadway	2
31471	doe not rely	2
31472	not rely on	2
31473	flow and velocity	2
31474	diversified intelligent healthcare	2
31475	intelligent healthcare application	2
31476	mobile IoT enabled	2
31477	enabled healthcare network	2
31478	security performance prediction	2
31479	prediction is critical	2
31480	security performance in	2
31481	prediction algorithm is	2
31482	four-branch inception block	2
31483	improved CNN model	2
31484	proposed intelligent algorithm	2
31485	increased by 2005-2012	2
31486	efficiency and a	2
31487	of uncertain high-impact	2
31488	uncertain high-impact event	2
31489	high-impact event and	2
31490	is addressed by	2
31491	punctuation symbol in	2
31492	symbol in web	2
31493	language symbol emoticon	2
31494	symbol emoticon symbol	2
31495	sentiment classification method	2
31496	average accuracy of	2
31497	technique to predict	2
31498	void fraction prediction	2
31499	accuracy of edge	2
31500	edge service to	2
31501	in IIoT specifically	2
31502	protect data security	2
31503	and simulation experiment	2
31504	intelligent wireless sensing	2
31505	service provisioning strategy	2
31506	UAV MEC system	2
31507	secure calculation capacity	2
31508	method proposed in	2
31509	is devoted to	2
31510	constructed to achieve	2
31511	quality-related and quality-unrelated	2
31512	nonlinear fault diagnosis	2
31513	possible to solve	2
31514	patient s health	2
31515	traffic sequence and	2
31516	big IIoT traffic	2
31517	in devastating consequence	2
31518	and scheduling problem	2
31519	scheduling problem in	2
31520	multiple automatic guided	2
31521	guided vehicle logistics	2
31522	vehicle logistics system	2
31523	cloud computing infrastructure	2
31524	need to develop	2
31525	reliability constraint is	2
31526	is currently a	2
31527	utility a well	2
31528	of visual scene	2
31529	scene graph generation	2
31530	ha played a	2
31531	a controller and	2
31532	and segment rerouting	2
31533	of rolling bearing	2
31534	rolling bearing a	2
31535	prediction method 2005-2012	2
31536	in association to	2
31537	in industrial NIB	2
31538	QoE and QoS	2
31539	industrial NIB is	2
31540	EVs and CSs	2
31541	various security and	2
31542	measured variable and	2
31543	variable and faulty	2
31544	required by a	2
31545	IoT node to	2
31546	IoT node scheduling	2
31547	residual energy and	2
31548	energy transmitter scheduling	2
31549	transmitter scheduling scheme	2
31550	of sport facility	2
31551	SpoVis provides user	2
31552	of existing sport	2
31553	excellent accuracy and	2
31554	in trigger and	2
31555	and action to	2
31556	realistic industrial process	2
31557	experiment to demonstrate	2
31558	estimation based on	2
31559	three-tank system is	2
31560	of process monitoring	2
31561	original controller of	2
31562	of predictive maintenance	2
31563	convex and nonconvex	2
31564	task in CPS	2
31565	archetype to represent	2
31566	classic archetypal analysis	2
31567	distributed parallel modeling	2
31568	multiple operating unit	2
31569	big process data	2
31570	parameter server architecture	2
31571	static dynamic and	2
31572	feature analysis and	2
31573	and dynamic block	2
31574	moreover due to	2
31575	product quality in	2
31576	unscheduled downtime and	2
31577	convolutional autoencoder-based monitoring	2
31578	to remotely monitor	2
31579	security due to	2
31580	mitigate DDoS attack	2
31581	introduced to enable	2
31582	proposed authentication system	2
31583	PHR file database	2
31584	cost is reduced	2
31585	disclosure of patient	2
31586	of modern society	2
31587	national economy and	2
31588	situation awareness and	2
31589	up to of	2
31590	proposed to realize	2
31591	group of IoT	2
31592	c DRL approach	2
31593	application of 5g	2
31594	address interaction relationship	2
31595	FL based scheme	2
31596	of raw data	2
31597	cloud computing ecosystem	2
31598	data privacy concern	2
31599	data protection regulation	2
31600	user s personal	2
31601	s personal data	2
31602	data need to	2
31603	various security threat	2
31604	security and performance	2
31605	and repair time	2
31606	a particular scenario	2
31607	communication overhead in	2
31608	privacy-preserving cosine similarity	2
31609	cosine similarity computing	2
31610	without privacy leakage	2
31611	in mobile crowdsensing	2
31612	prediction and diagnosis	2
31613	healthcare service in	2
31614	binary and multiple	2
31615	and multiple classification	2
31616	some existing work	2
31617	of energy security	2
31618	energy security and	2
31619	method according to	2
31620	achieve a tradeoff	2
31621	facility to end-users	2
31622	a privacy-preserving and	2
31623	off-chain data and	2
31624	privacy-preserving query mechanism	2
31625	sensitive data privacy	2
31626	perform search operation	2
31627	query verification model	2
31628	efficiency and scalability	2
31629	nonlinear euler-lagrange dynamic	2
31630	state tracking error	2
31631	promising performance of	2
31632	to respond to	2
31633	sixth-generation 6G communication	2
31634	service and application	2
31635	a novel idea	2
31636	efficiency and better	2
31637	IoT anomaly detection	2
31638	a blockchain-empowered decentralized	2
31639	aim to provide	2
31640	a highly integrated	2
31641	propose a verifiable	2
31642	high efficiency of	2
31643	encryption technology to	2
31644	scheme achieves high	2
31645	to collect a	2
31646	collect a much	2
31647	CWV a possible	2
31648	trajectory optimization algorithm	2
31649	task allocation mechanism	2
31650	by privacy protection	2
31651	allocation scheme is	2
31652	allocation process and	2
31653	disseminating scms to	2
31654	NIB task migration	2
31655	CIIoT learns to	2
31656	UAV aided intelligent	2
31657	optimal energy consumption	2
31658	UAV IoT sensing	2
31659	IoT sensing network	2
31660	disaster relief network	2
31661	of medical data	2
31662	accuracy of depression	2
31663	of depression score	2
31664	mobile end device	2
31665	aforementioned problem in	2
31666	chemical distribution in	2
31667	evolution of blockchain	2
31668	security issue of	2
31669	is adopted in	2
31670	in various industry	2
31671	user a a	2
31672	avoids privacy leakage	2
31673	FL framework is	2
31674	achieves high efficiency	2
31675	efficient use of	2
31676	KCI and related	2
31677	and related attack	2
31678	authentication among smart	2
31679	communication cost a	2
31680	bi LSTM and	2
31681	damage caused by	2
31682	of hymald wa	2
31683	6G mobile communication	2
31684	6G mobile cooperative	2
31685	mobile cooperative network	2
31686	secrecy outage probability	2
31687	performance superiority of	2
31688	flexibility and scalability	2
31689	security concern of	2
31690	division unit and	2
31691	existing prediction method	2
31692	digital signature scheme	2
31693	proposed framework outperformed	2
31694	victim mortality and	2
31695	AUC score of	2
31696	score of and	2
31697	secure data transmission	2
31698	energy-efficiency based secure	2
31699	based secure multipath	2
31700	secure multipath routing	2
31701	multipath routing scheme	2
31702	of network load	2
31703	of trajectory data	2
31704	data resulting in	2
31705	in trajectory proportion	2
31706	trajectory proportion estimation	2
31707	proportion estimation and	2
31708	estimation and top-k	2
31709	and top-k classification	2
31710	privacy of truck	2
31711	QoS and data	2
31712	and data privacy-aware	2
31713	privacy-aware routing protocol	2
31714	gateway deployment model	2
31715	wireless channel in	2
31716	massive data in	2
31717	edge node of	2
31718	state-of-the-art approach 2005-2012	2
31719	and reduce energy	2
31720	private data security	2
31721	data security in	2
31722	modeling task in	2
31723	is incorporated to	2
31724	a network slicing	2
31725	network slicing orchestration	2
31726	slicing orchestration system	2
31727	distinct QoS in	2
31728	of wired TSN	2
31729	hybrid TSN network	2
31730	wired TSN and	2
31731	a hybrid TSN	2
31732	network virtualization technique	2
31733	total utility and	2
31734	method on medical	2
31735	industrial internet ha	2
31736	link utilization rate	2
31737	of 5g base	2
31738	5g base station	2
31739	in open-pit mine	2
31740	sixth-generation 6G network	2
31741	power and blocklength	2
31742	phase of transmission	2
31743	binary class and	2
31744	class and multiclass	2
31745	data privacy intact	2
31746	FDIA detection method	2
31747	of parallel computing	2
31748	high compression ratio	2
31749	EBC is proposed	2
31750	a major threat	2
31751	major threat to	2
31752	bus line measurement	2
31753	framework by integrating	2
31754	FDIA detection in	2
31755	power grid case	2
31756	grid case study	2
31757	of wheelset bearing	2
31758	bearing test rig	2
31759	in light of	2
31760	die cast rotor	2
31761	reliability and efficiency	2
31762	and efficiency in	2
31763	flux sensing coil	2
31764	of scim rotor	2
31765	low cost and	2
31766	iteration delay and	2
31767	highly accurate RUL	2
31768	prediction model in	2
31769	privacy and robustness	2
31770	and model inversion	2
31771	in a hostile	2
31772	a hostile environment	2
31773	knowledge distillation and	2
31774	entity authentication and	2
31775	authentication and data	2
31776	xor operation and	2
31777	cost attained is	2
31778	intelligent sensing and	2
31779	sensing and sharing	2
31780	mechanism is presented	2
31781	of query to	2
31782	and ha higher	2
31783	industrial revolution industry	2
31784	number of transmitting	2
31785	existing anomaly detection	2
31786	anomaly detection approach	2
31787	md ad is	2
31788	model update and	2
31789	expected to realize	2
31790	ha higher accuracy	2
31791	effective solution to	2
31792	two-stage robust optimization	2
31793	robust optimization model	2
31794	in edge cloud	2
31795	edge cloud cyberspace	2
31796	in a cybertwin-driven	2
31797	a cybertwin-driven 6G	2
31798	cybertwin-driven 6G network	2
31799	face some problem	2
31800	is a fast-growing	2
31801	IIoT network and	2
31802	proposed p2tif framework	2
31803	various resource-constrained device	2
31804	cit2fr FL NAS	2
31805	energy consumption estimation	2
31806	EV energy consumption	2
31807	line project acceptance	2
31808	efficiency and practicality	2
31809	of energy-transportation nexus	2
31810	based framework to	2
31811	transferred RNN framework	2
31812	framework is evaluated	2
31813	optimal portfolio of	2
31814	portfolio of CI	2
31815	s FWZIC method	2
31816	BES optimization method	2
31817	ARMA model is	2
31818	target obfuscation subregion	2
31819	used to propose	2
31820	existing state-of-the-art model	2
31821	variable number of	2
31822	local model on	2
31823	learning efficiency and	2
31824	proposed IDA mechanism	2
31825	consisting of several	2
31826	of several router	2
31827	of sensor actuator	2
31828	proposed framework achieves	2
31829	is challenging to	2
31830	flow judgment condition	2
31831	based MS collaboration	2
31832	MS collaboration optimization	2
31833	saliency prediction model	2
31834	is a need	2
31835	IoT botnet detection	2
31836	approach ha outperformed	2
31837	computing and caching	2
31838	energy cost by	2
31839	software-defined industrial network	2
31840	and even cause	2
31841	of industrial network	2
31842	network status feature	2
31843	massive number of	2
31844	window of data	2
31845	fusible residual structure	2
31846	feature extraction ability	2
31847	spread of attack	2
31848	access real-time data	2
31849	data to tackle	2
31850	marginal and conditional	2
31851	and conditional distribution	2
31852	epistemic and aleatoric	2
31853	and aleatoric uncertainty	2
31854	manufacturing owing to	2
31855	various privacy requirement	2
31856	robot in MMA	2
31857	based on quantum	2
31858	real-time monitoring of	2
31859	a novel secure	2
31860	cocurricular feature and	2
31861	feature and tendency	2
31862	and tendency of	2
31863	load restoration considering	2
31864	power transfer capability	2
31865	blade icing detection	2
31866	blockchain to enhance	2
31867	learning model and	2
31868	probabilistic limitation of	2
31869	quality of product	2
31870	transmission and processing	2
31871	of rail transit	2
31872	rail transit system	2
31873	anomaly detection however	2
31874	data distribution and	2
31875	price hike is	2
31876	by a data	2
31877	recent year however	2
31878	of blockchain transaction	2
31879	blockchain transaction structure	2
31880	compatible and diverse	2
31881	web APIs recommendation	2
31882	multiple influencing factor	2
31883	in maritime IoT	2
31884	if condition i	2
31885	sensor device ha	2
31886	application of blockchain	2
31887	in blockchain-based IIoT	2
31888	blockchain-based IIoT network	2
31889	timeliness and security	2
31890	propose a blockchain-assisted	2
31891	multiscale temporal pattern	2
31892	anomaly detection problem	2
31893	detection problem in	2
31894	FL and transformer	2
31895	study on four	2
31896	of a vehicular	2
31897	EA charging system	2
31898	frequency response to	2
31899	u k airport	2
31900	mw overnight and	2
31901	mw daytime in	2
31902	energy data sharing	2
31903	critical infrastructure s	2
31904	local situation map	2
31905	hierarchical retrieval model	2
31906	performance analysis and	2
31907	CRTC scheme is	2
31908	of ISDs at	2
31909	security breach in	2
31910	spectrum fraud detection	2
31911	a novel consensus	2
31912	novel consensus mechanism	2
31913	quality prediction in	2
31914	real-time quality prediction	2
31915	becoming increasingly important	2
31916	production time and	2
31917	existing AGKA protocol	2
31918	of agreement participant	2
31919	time complexity is	2
31920	UCM aerial dataset	2
31921	data allocation strategy	2
31922	a cloud-edge collaborative	2
31923	label sampling space	2
31924	sampling space enlarging	2
31925	EV charging demand	2
31926	charging demand forecast	2
31927	machine theory of	2
31928	theory of mind	2
31929	historical charging habit	2
31930	charging demand variation	2
31931	enables samtom to	2
31932	and battery charging	2
31933	injection attack probability	2
31934	attack probability and	2
31935	probability and magnitude	2
31936	in multiplant and	2
31937	multiplant and industrial	2
31938	and industrial zone	2
31939	UAV mounted cloudlet	2
31940	mounted cloudlet system	2
31941	aimed at making	2
31942	device to join	2
31943	and ultrahigh reliability	2
31944	CNN based application	2
31945	impact energy level	2
31946	health care system	2
31947	computation capacity of	2
31948	capacity of IIoT	2
31949	problem in E-IIoT	2
31950	in E-IIoT network	2
31951	complex relation and	2
31952	relation and entity	2
31953	in a highway	2
31954	a highway scene	2
31955	decentralized autonomous vehicle	2
31956	vehicle group formation	2
31957	h2 and electricity	2
31958	spread of industry	2
31959	article proposes a novel	25
31960	algorithm is proposed to	22
31961	a wide range of	20
31962	performance in term of	20
31963	is formulated a a	19
31964	personal use is permitted	17
31965	is proposed based on	16
31966	problem is formulated a	16
31967	method is proposed to	12
31968	algorithm is used to	10
31969	is a challenging task	10
31970	in term of accuracy	9
31971	model is proposed to	9
31972	method in term of	9
31973	model is developed to	9
31974	unmanned aerial vehicle UAV	9
31975	method is applied to	9
31976	feasibility and effectiveness of	8
31977	huge amount of data	8
31978	in term of computational	8
31979	a a promising solution	8
31980	is proposed to solve	8
31981	effectiveness and superiority of	8
31982	algorithm is developed to	8
31983	play a significant role	8
31984	is proposed to improve	8
31985	method is used to	8
31986	a significant role in	8
31987	in order to improve	7
31988	in order to achieve	7
31989	in term of energy	7
31990	effectiveness and efficiency of	7
31991	make full use of	7
31992	a promising solution to	7
31993	is modeled a a	7
31994	algorithm in term of	7
31995	play a key role	7
31996	a key role in	7
31997	vehicular ad hoc network	7
31998	is proposed to obtain	7
31999	scheme is proposed to	7
32000	play a vital role	7
32001	a vital role in	7
32002	optimization algorithm based on	6
32003	a multiobjective optimization problem	6
32004	optimization problem is formulated	6
32005	by taking advantage of	6
32006	to make full use	6
32007	a series of experiment	6
32008	in order to reduce	6
32009	in order to solve	6
32010	theoretical analysis and simulation	6
32011	wide range of application	6
32012	model in term of	6
32013	scheme in term of	6
32014	and long short-term memory	6
32015	security and privacy property	6
32016	in a distributed manner	5
32017	requirement in term of	5
32018	proposed in order to	5
32019	system in order to	5
32020	by mean of a	5
32021	a significant amount of	5
32022	is developed based on	5
32023	low latency and high	5
32024	latency and high reliability	5
32025	is based on a	5
32026	proposed method is validated	5
32027	term of accuracy and	5
32028	a considerable amount of	5
32029	is of great significance	5
32030	ha emerged a a	5
32031	emerged a a promising	5
32032	by a set of	5
32033	strategy is proposed to	5
32034	security and privacy challenge	5
32035	massive amount of data	5
32036	algorithm is designed to	5
32037	model is used to	5
32038	PV cell and module	5
32039	security and privacy issue	5
32040	play a critical role	5
32041	on a real-world dataset	5
32042	security and privacy of	5
32043	proposed method is applied	5
32044	long short-term memory LSTM	5
32045	to reduce energy consumption	4
32046	in order to address	4
32047	a well a a	4
32048	in term of reliability	4
32049	high penetration of wind	4
32050	is applied to a	4
32051	a case study of	4
32052	a better performance in	4
32053	design and implementation of	4
32054	is challenging due to	4
32055	play a crucial role	4
32056	is proposed in order	4
32057	approach is proposed to	4
32058	feasibility and performance of	4
32059	a a function of	4
32060	analysis and performance evaluation	4
32061	considered a a promising	4
32062	better performance in term	4
32063	diagnosis method based on	4
32064	effectiveness and robustness of	4
32065	a proof of concept	4
32066	in order to keep	4
32067	framework is proposed to	4
