id	term	label
30340	guaranteed to converge	relevant
30341	converge to a	noise
30342	to a user-defined	noise
30343	by integrating a	noise
30344	distributed resilient finite-time	relevant
30345	in a finite	noise
30346	intelligent diagnosis of	noise
30347	diagnosis of machinery	relevant
30348	optimization strategy is	noise
30349	promising performance in	noise
30350	necessary and sufficient	relevant
30351	and sufficient condition	noise
30352	sufficient condition to	noise
30353	resilient consensus in	noise
30354	of trusted edge	noise
30355	of network robustness	noise
30356	edge in addition	noise
30357	sensing data and	noise
30358	by a linear	noise
30359	μ-step positively invariant	relevant
30360	positively invariant set	relevant
30361	distributed estimation in	noise
30362	a sufficient condition	noise
30363	achieve fast and	noise
30364	live video query	relevant
30365	user to perform	noise
30366	optimal solution in	noise
30367	cost a well	noise
30368	collaborative computation offloading	relevant
30369	solution to satisfy	relevant
30370	proposed online mechanism	noise
30371	online mechanism achieves	noise
30372	mobility and scalability	relevant
30373	of industrial sensor	noise
30374	industrial sensor network	relevant
30375	traditional MCS system	relevant
30376	to malicious attack	noise
30377	centralized architecture to	noise
30378	device to overcome	noise
30379	and conduct extensive	noise
30380	and security analysis	noise
30381	is often necessary	noise
30382	often necessary to	noise
30383	design a trust	noise
30384	vehicle UAV assisted	relevant
30385	offload task bit	relevant
30386	task bit to	noise
30387	a UAV trajectory	noise
30388	propose to solve	noise
30389	and superior to	noise
30390	of IoT application	noise
30391	and potential application	noise
30392	challenge and future	noise
30393	and future direction	noise
30394	IoT network 2005-2012	autonoise
30395	automatically extract feature	relevant
30396	DRNN based HAR	relevant
30397	based HAR scheme	relevant
30398	recognition of complex	relevant
30399	in cluster-based IWSNs	noise
30400	cluster-based IWSNs is	noise
30401	transmission delay of	noise
30402	of high priority	noise
30403	case study 2005-2012	autonoise
30404	content processing and	noise
30405	computation offloading and	noise
30406	smart vehicle a	noise
30407	on real urban	noise
30408	real urban traffic	relevant
30409	urban traffic datasets	relevant
30410	low decoding complexity	relevant
30411	EP BZD code	relevant
30412	series of comparison	relevant
30413	better tradeoff among	noise
30414	set of weight	relevant
30415	to enhance network	noise
30416	average network latency	relevant
30417	expected network lifetime	relevant
30418	industrial IoT network	relevant
30419	three-hierarchical optimization framework	relevant
30420	and implementation complexity	noise
30421	social and cognitive	relevant
30422	and cognitive mobile	noise
30423	cognitive mobile computing	relevant
30424	expected to play	noise
30425	increasingly important role	relevant
30426	sharing of data	noise
30427	based on multiple	noise
30428	on multiple sink	noise
30429	node is adopted	noise
30430	existing scheme in	noise
30431	low power wide	noise
30432	power wide area	relevant
30433	network is considered	noise
30434	many industrial application	relevant
30435	formally verified and	noise
30436	prototype based on	noise
30437	message replication scheme	relevant
30438	identical wireless node	relevant
30439	number of wireless	relevant
30440	of wireless node	noise
30441	wireless node in	noise
30442	of a rechargeable	noise
30443	a rechargeable WSN	noise
30444	rechargeable WSN and	noise
30445	tested and compared	relevant
30446	computation offloading technology	relevant
30447	cloud and multiple	noise
30448	and multiple IIoT	noise
30449	two-stage stackelberg game	relevant
30450	is conducive to	noise
30451	and computation requirement	noise
30452	role in achieving	noise
30453	in achieving a	noise
30454	cost of systematic	relevant
30455	of systematic traffic	noise
30456	systematic traffic transmission	relevant
30457	network and reduce	noise
30458	entrance and exit	relevant
30459	function is proposed	relevant
30460	production line and	noise
30461	optimization technique and	noise
30462	ha attracted much	autonoise
30463	attracted much attention	relevant
30464	industrial IoT and	noise
30465	IoT and IoT	relevant
30466	and IoT device	noise
30467	high transmission data	relevant
30468	transmission data rate	relevant
30469	industrial network architecture	relevant
30470	heterogeneous network and	noise
30471	resolution of OSTH	relevant
30472	OSH in normal	noise
30473	in normal scanning	noise
30474	of network and	noise
30475	service in 5g	relevant
30476	important in a	noise
30477	heterogeneous MEC system	relevant
30478	emerging a a	noise
30479	dynamically according to	noise
30480	compared to baseline	relevant
30481	promise to address	noise
30482	spectrum scarcity and	noise
30483	parameter according to	noise
30484	higher order cumulants	relevant
30485	component signal and	noise
30486	second-order time-varying moment	relevant
30487	lower bound of	noise
30488	based on cognitive	relevant
30489	on cognitive radio	noise
30490	via sensing and	noise
30491	cooperative spectrum sensing	relevant
30492	spectrum access probability	relevant
30493	access probability and	noise
30494	average total throughput	relevant
30495	is formulated to	noise
30496	solution is obtained	relevant
30497	and power optimization	noise
30498	improve transmission performance	noise
30499	transmission performance and	noise
30500	performance and ensure	noise
30501	article is focused	noise
30502	memory-one prbmst-ldpc code	relevant
30503	analytical and numerical	noise
30504	a reinforcement learning-based	noise
30505	bayesian fusion is	noise
30506	find required idle	relevant
30507	required idle channel	relevant
30508	detection is proposed	relevant
30509	time slot a	noise
30510	of security attack	noise
30511	performance of deep	noise
30512	protocol limited upgrade	relevant
30513	limited upgrade opportunity	relevant
30514	network i e	noise
30515	network traffic and	noise
30516	and achieves high	noise
30517	high detection rate	relevant
30518	to industrial process	noise
30519	a fully automated	noise
30520	applied to obtain	autonoise
30521	is successful in	noise
30522	industry ha attracted	autonoise
30523	performance in many	noise
30524	on IoT device	noise
30525	to employ a	noise
30526	student and teacher	relevant
30527	knowledge provided by	noise
30528	IoT application 2005-2012	autonoise
30529	a novel unsupervised	noise
30530	data extensive experiment	relevant
30531	dynamic characteristic and	noise
30532	efficiency of manufacturing	relevant
30533	a candy packaging	noise
30534	candy packaging intelligent	relevant
30535	packaging intelligent production	relevant
30536	intelligent production line	relevant
30537	production line prototype	relevant
30538	line prototype platform	relevant
30539	prototype platform 2005-2012	autonoise
30540	network edge to	noise
30541	IIoT platform ha	autonoise
30542	a large-scale heterogeneous	noise
30543	of steel product	noise
30544	modern industrial application	relevant
30545	proposed to construct	relevant
30546	classical approach 2005-2012	autonoise
30547	a model named	noise
30548	order to prepare	noise
30549	RP image is	noise
30550	clutter reflectivity based	relevant
30551	reflectivity based on	noise
30552	based on MSINN	relevant
30553	trustworthiness in vcs	relevant
30554	data privacy protection	relevant
30555	privacy protection integrity	relevant
30556	transmission of data	noise
30557	to collect data	noise
30558	privacy of mobile	relevant
30559	of mobile sink	noise
30560	in multiple layer	noise
30561	a complex fuzzy	noise
30562	in rail system	noise
30563	image processing and	noise
30564	effective method of	noise
30565	machine speed prediction	relevant
30566	of industrial manufacturing	noise
30567	security threat and	noise
30568	environment based on	noise
30569	facility based on	noise
30570	domain adaption ability	relevant
30571	and testing data	noise
30572	is trained and	noise
30573	lower dimensional space	relevant
30574	and a dataset	noise
30575	a key part	noise
30576	key part of	noise
30577	security of key	relevant
30578	network in addition	noise
30579	design a secure	noise
30580	and efficient and	noise
30581	to ensure high	noise
30582	anomaly detection system	relevant
30583	on real time	noise
30584	node is still	noise
30585	a critical challenge	noise
30586	critical challenge to	noise
30587	is exploited to	noise
30588	comprehensive experimental analysis	relevant
30589	experimental analysis of	noise
30590	collect raw data	noise
30591	of IoT technology	noise
30592	of some of	noise
30593	advanced persistent threat	relevant
30594	a mesoscale kinetic	noise
30595	mesoscale kinetic model	relevant
30596	bauxite ore grinding	relevant
30597	model is validated	noise
30598	model to study	noise
30599	to solve various	noise
30600	model without revealing	noise
30601	in wearable device	noise
30602	real-world data demonstrate	noise
30603	to ensure secure	noise
30604	privacy data in	noise
30605	user in addition	noise
30606	CS based cipher	relevant
30607	low energy consumption	relevant
30608	sensing device in	noise
30609	secure transmission framework	relevant
30610	existing research work	relevant
30611	to provide transparency	noise
30612	authentication to protect	relevant
30613	protect user privacy	relevant
30614	to verify and	noise
30615	by implementing a	noise
30616	security threat to	noise
30617	previous session key	relevant
30618	monitoring and controlling	relevant
30619	issue in industrial	noise
30620	privacy and integrity	relevant
30621	and integrity of	noise
30622	of metering data	noise
30623	help u to	noise
30624	is greatly improved	noise
30625	in copy-move forgery	noise
30626	ha superior performance	noise
30627	reliability and continuity	relevant
30628	location method based	noise
30629	proposed expected advantage	noise
30630	RFID based authentication	relevant
30631	based authentication protocol	relevant
30632	automated validation of	noise
30633	validation of internet	relevant
30634	of internet security	noise
30635	internet security protocol	relevant
30636	security protocol and	noise
30637	protocol and application	relevant
30638	aim to build	noise
30639	deployment and low	noise
30640	and low power	noise
30641	promising technology to	noise
30642	transmission rate of	noise
30643	time delay of	noise
30644	MUE and FUEs	relevant
30645	expressed a a	noise
30646	select important sensor	relevant
30647	important sensor signal	noise
30648	is enabled by	noise
30649	presence of noise	relevant
30650	steady beamforming performance	relevant
30651	to provide more	noise
30652	to provide feasible	noise
30653	provide feasible solution	relevant
30654	acquisition of computational	noise
30655	driving force to	noise
30656	force to realize	autonoise
30657	to realize blockchain	noise
30658	realize blockchain at	noise
30659	edge computing-based blockchain	relevant
30660	computing-based blockchain framework	relevant
30661	blockchain framework is	noise
30662	framework is considered	noise
30663	device and ESPs	relevant
30664	and ESPs in	noise
30665	ESPs act a	noise
30666	seller and device	noise
30667	and device act	noise
30668	device act a	noise
30669	buyer accordingly a	noise
30670	accordingly a sequential	noise
30671	a sequential game	noise
30672	sequential game model	relevant
30673	formulated and by	noise
30674	and by exploring	noise
30675	solution of selling	relevant
30676	of selling and	noise
30677	selling and buying	relevant
30678	and buying strategy	noise
30679	a deep q-network-based	noise
30680	deep q-network-based algorithm	relevant
30681	modified experience replay	relevant
30682	experience replay update	relevant
30683	replay update method	relevant
30684	update method is	noise
30685	incentive mechanism on	noise
30686	mechanism on forming	noise
30687	and numerical simulation	noise
30688	leg muscle activity	relevant
30689	of l SOL	noise
30690	at risk of	noise
30691	to determine whether	noise
30692	noninvasive blood glucose	relevant
30693	s blood glucose	noise
30694	a novel algorithm	noise
30695	sliding window algorithm	relevant
30696	a more comprehensive	noise
30697	a novel collaborative	noise
30698	a to preserve	noise
30699	comparison to existing	noise
30700	EBG ground plane	relevant
30701	a smart belt	noise
30702	smart belt system	relevant
30703	textile ground plane	relevant
30704	analysis is used	noise
30705	analyzed in detail	relevant
30706	a robust and	noise
30707	sensor fusion strategy	relevant
30708	decision support system	relevant
30709	of corrupted PPG	noise
30710	signal processing and	noise
30711	visual perception ha	autonoise
30712	hot topic in	noise
30713	intelligent visual perception	relevant
30714	development of industrial	noise
30715	industrial production towards	relevant
30716	of visual perception	noise
30717	period a well	noise
30718	sensor based on	noise
30719	video surveillance technique	relevant
30720	unlabeled video data	relevant
30721	influence of outdated	relevant
30722	framework to monitor	noise
30723	analysis and independent	noise
30724	and independent component	noise
30725	scale and sensitivity	relevant
30726	giving rise to	noise
30727	unauthorized access to	noise
30728	computer vision and	noise
30729	unmanned retail application	relevant
30730	deep learning-based model	relevant
30731	ML technique to	noise
30732	forecasting model is	noise
30733	hourly dataset of	noise
30734	term of computing	relevant
30735	distributed edge cloud	relevant
30736	application completion time	relevant
30737	a low-complexity heuristic	noise
30738	low-complexity heuristic algorithm	relevant
30739	task allocation scheme	relevant
30740	future industrial application	relevant
30741	require low delay	relevant
30742	low delay and	noise
30743	bound estimation method	relevant
30744	smart meter reading	relevant
30745	real-time industrial application	relevant
30746	a hardware testbed	noise
30747	big datasets produced	relevant
30748	is studied on	noise
30749	considered algorithm in	noise
30750	accurate and robust	noise
30751	diagnosis method of	noise
30752	challenge a novel	autonoise
30753	a novel defect	noise
30754	in addition since	noise
30755	of energy function	noise
30756	response time 2005-2012	autonoise
30757	model to improve	noise
30758	RUL prediction model	relevant
30759	distribution power network	relevant
30760	method to identify	noise
30761	and complexity in	noise
30762	estimation method is	noise
30763	intelligent optimization algorithm	relevant
30764	probability density function	relevant
30765	critical challenge in	noise
30766	a pivotal role	noise
30767	pivotal role in	noise
30768	design a deep	noise
30769	directly construct pdfs	relevant
30770	a computational efficiency	noise
30771	loss function is	noise
30772	large-scale low-delay IIoT	relevant
30773	cloud and edge	relevant
30774	and edge node	noise
30775	moreover to mitigate	autonoise
30776	a 2-d map	noise
30777	industrial production process	relevant
30778	of high-dimensional industrial	noise
30779	method cannot effectively	noise
30780	approach is tested	noise
30781	proposed approach outperforms	noise
30782	industrial production and	noise
30783	production and application	relevant
30784	and network function	noise
30785	ultra-reliable and low-latency	relevant
30786	enabled 5g paradigm	relevant
30787	service chain acceleration	relevant
30788	chain acceleration and	noise
30789	establish a mathematical	noise
30790	of NFV enabled	noise
30791	and data security	noise
30792	variational bayesian inference	relevant
30793	anomaly detection framework	relevant
30794	dynamic time warping	relevant
30795	improve production efficiency	relevant
30796	performance and privacy	relevant
30797	process to solve	noise
30798	transfer learning based	relevant
30799	throughput and low	noise
30800	adopted in industrial	noise
30801	powered by android	relevant
30802	sensitive app behavior	relevant
30803	growth of data	relevant
30804	and personalized energy	noise
30805	personalized energy service	relevant
30806	computation and data	noise
30807	kind of data	noise
30808	smart contract execution	relevant
30809	of data transaction	noise
30810	data transaction in	noise
30811	participation and high-quality	relevant
30812	energy service provider	relevant
30813	DT empowered IoV	relevant
30814	more complex and	noise
30815	on a public	noise
30816	a public dataset	noise
30817	a distributed environment	noise
30818	computational burden of	noise
30819	a promising option	noise
30820	of industry 2005-2012	noise
30821	due to limited	autonoise
30822	attracted significant attention	relevant
30823	service placement problem	relevant
30824	problem in industrial	noise
30825	in industrial CPS	noise
30826	well studied furthermore	noise
30827	service placement workload	relevant
30828	placement workload scheduling	relevant
30829	workload scheduling and	noise
30830	first formulate a	noise
30831	allocation by mean	relevant
30832	assisted by mean	relevant
30833	proposed algorithm compared	noise
30834	service response time	relevant
30835	response time by	noise
30836	a spatial attention	noise
30837	in south china	noise
30838	however industrial visual	noise
30839	and processing technology	noise
30840	heterogeneous and complex	noise
30841	significant challenge on	noise
30842	article to provide	noise
30843	random forest algorithm	relevant
30844	many network security	noise
30845	and management function	noise
30846	network traffic is	noise
30847	monte carlo q	noise
30848	carlo q learning	relevant
30849	real network traffic	relevant
30850	rough reaching movement	relevant
30851	proposed BENN is	noise
30852	rail surface defect	relevant
30853	efficiency and stability	relevant
30854	algorithm ha a	noise
30855	IoT device is	noise
30856	explosion of data	noise
30857	and thus is	noise
30858	edge and cloud	relevant
30859	feature learning is	noise
30860	is placed on	noise
30861	ha higher prediction	autonoise
30862	higher prediction accuracy	relevant
30863	available to address	noise
30864	data compression method	relevant
30865	receiver s end	noise
30866	applied to industrial	noise
30867	aim to find	noise
30868	data however due	noise
30869	traditional cloud computing	relevant
30870	imperfect channel state	relevant
30871	a unified model	noise
30872	remains a challenge	noise
30873	various texture defect	noise
30874	ability to address	noise
30875	artificially defective image	relevant
30876	to detect anomaly	noise
30877	detect anomaly feature	relevant
30878	reconstruction of defect	relevant
30879	usually adopts a	noise
30880	a noise score	noise
30881	detection method 2005-2012	autonoise
30882	attack based on	noise
30883	intelligent wearable device	relevant
30884	of wearable device	noise
30885	robustness and security	relevant
30886	efficiency and robustness	relevant
30887	and is capable	noise
30888	reliability of IES	relevant
30889	a a two-stage	noise
30890	system operator to	noise
30891	robust and secure	noise
30892	NFV in 6G	relevant
30893	is mainly used	noise
30894	of online SFC	noise
30895	online SFC deployment	relevant
30896	learning method to	noise
30897	index is proposed	noise
30898	transaction response time	relevant
30899	IIoT device moreover	noise
30900	waiting time of	noise
30901	a given set	noise
30902	a possible however	noise
30903	system a compared	noise
30904	6G enabled network	relevant
30905	enabled network in	noise
30906	in a box	noise
30907	a box NIB	noise
30908	nowadays due to	noise
30909	private data and	noise
30910	a real-time edge	noise
30911	model and solving	noise
30912	experiment and comparison	relevant
30913	fault transfer diagnosis	relevant
30914	data sharing in	noise
30915	propose a protocol	noise
30916	a a reliable	noise
30917	relies on simple	noise
30918	fuzzy testing is	noise
30919	a cloud provider	noise
30920	cloud provider s	noise
30921	problem of scheduling	relevant
30922	a promising networking	noise
30923	management due to	noise
30924	network slicing is	noise
30925	public private key	relevant
30926	and is vulnerable	noise
30927	is proposed named	noise
30928	and severity prediction	noise
30929	segmentation network is	noise
30930	network is introduced	noise
30931	ha significantly reduced	autonoise
30932	centralized and distributed	relevant
30933	increasing population of	noise
30934	population of industry	relevant
30935	hotly discussed topic	relevant
30936	discussed topic in	noise
30937	anomaly detection algorithm	relevant
30938	security protection 2005-2012	autonoise
30939	and secure operation	noise
30940	data i e	noise
30941	and temporal feature	noise
30942	even on a	noise
30943	level of data	noise
30944	smart home smart	noise
30945	of IIoT system	noise
30946	propose a parallel	noise
30947	image to extract	noise
30948	peak power constraint	relevant
30949	power constraint and	noise
30950	time slot of	noise
30951	era of industry	relevant
30952	of industry however	noise
30953	in IIoT data	noise
30954	reliability of user	relevant
30955	rapid growth of	noise
30956	algorithm to train	noise
30957	of a specific	noise
30958	is significantly reduced	noise
30959	high throughput and	noise
30960	in data management	noise
30961	service a well	noise
30962	IIoT cloud platform	relevant
30963	smart factory however	autonoise
30964	identity authentication and	noise
30965	system parameter and	noise
30966	edge cloud server	relevant
30967	time is le	noise
30968	framework i e	noise
30969	state-of-the-art baseline 2005-2012	autonoise
30970	data management is	noise
30971	data to ensure	noise
30972	to different hardware	noise
30973	and treatment of	noise
30974	of lung tumor	noise
30975	article proposed a	noise
30976	attention mechanism and	noise
30977	a channel attention	noise
30978	segmentation of lung	relevant
30979	complex industrial environment	relevant
30980	optimization method often	noise
30981	social medium service	relevant
30982	IT OT convergence	relevant
30983	novel idea of	noise
30984	scheme significantly outperforms	noise
30985	benchmark datasets and	noise
30986	user and item	relevant
30987	matrix factorization to	noise
30988	data set to	noise
30989	a real IIoT	noise
30990	image and text	relevant
30991	attention schema is	noise
30992	aim to improve	noise
30993	of transportation network	noise
30994	transportation network in	noise
30995	method is a	noise
30996	of traffic data	noise
30997	and privacy leakage	noise
30998	of data island	noise
30999	graph-based MKC method	relevant
31000	mainly aim to	noise
31001	technique known a	noise
31002	of runtime and	noise
31003	great impact on	noise
31004	angle error solver	relevant
31005	used to measure	noise
31006	opinion dynamic model	relevant
31007	via a graph	relevant
31008	position of a	noise
31009	accuracy and lower	noise
31010	practical application therefore	autonoise
31011	is gaining momentum	noise
31012	is implemented by	noise
31013	traffic of IIoT	relevant
31014	development of mobile	relevant
31015	sixth generation mobile	relevant
31016	mobile communication system	relevant
31017	of network function	noise
31018	a distributed computing	noise
31019	computing and mobile	relevant
31020	of CI technology	noise
31021	CI technology a	noise
31022	technology a NIB	relevant
31023	of blockchain network	noise
31024	uneven distribution of	noise
31025	performance of blockchain	relevant
31026	scheme is obtained	noise
31027	fast transmission speed	relevant
31028	deployed to monitor	noise
31029	to monitor different	noise
31030	time of forest	relevant
31031	based decomposition strategy	relevant
31032	allocation strategy is	noise
31033	of power transformer	noise
31034	performance is comparable	noise
31035	transportation system to	noise
31036	system to protect	relevant
31037	protect data privacy	noise
31038	traffic speed forecasting	relevant
31039	extensive case study	relevant
31040	industrial process usually	noise
31041	EASSA algorithm is	noise
31042	by nonstationary trend	noise
31043	more accurately and	noise
31044	to provide reliable	noise
31045	interaction among different	noise
31046	total charging power	relevant
31047	first stage a	noise
31048	smart meter measurement	relevant
31049	distribution network is	noise
31050	condition of ensuring	relevant
31051	DE algorithm based	relevant
31052	modeling based on	noise
31053	and private data	noise
31054	security ha become	autonoise
31055	major concern in	noise
31056	based on digital	noise
31057	employed to determine	autonoise
31058	a method based	noise
31059	proposed framework to	noise
31060	algorithm in solving	noise
31061	widely investigated in	noise
31062	in a manner	noise
31063	sequential strategy and	noise
31064	chest x-ray image	relevant
31065	instead of a	noise
31066	RE generation and	noise
31067	generation and electricity	relevant
31068	and electricity load	noise
31069	and improved training	noise
31070	used to establish	noise
31071	wind power generation	relevant
31072	of law compliance	noise
31073	law compliance of	noise
31074	compliance of smart	noise
31075	smart contract in	noise
31076	propose a formal	noise
31077	variational bayesian learning	relevant
31078	bayesian learning algorithm	relevant
31079	IIoT system is	noise
31080	quality of different	noise
31081	of unmanned aerial	noise
31082	vehicle UAV aided	relevant
31083	linear programming formulation	relevant
31084	programming formulation of	noise
31085	data sparsity and	noise
31086	node to improve	noise
31087	at a low	noise
31088	energy cost 2005-2012	autonoise
31089	is not suitable	noise
31090	QoS requirement in	noise
31091	proposed scheme efficiently	noise
31092	diagnosis and treatment	relevant
31093	article provides a	noise
31094	to extract spatial	noise
31095	to extract feature	noise
31096	recent year in	noise
31097	detection protocol is	noise
31098	a real-world industrial	noise
31099	classification model 2005-2012	noise
31100	past and future	relevant
31101	of production and	noise
31102	constructed to predict	noise
31103	provide more accurate	noise
31104	device i e	noise
31105	focus on centralized	noise
31106	industrial scenario to	noise
31107	production efficiency in	noise
31108	model to direct	noise
31109	action by following	noise
31110	method to learn	noise
31111	a distributed architecture	noise
31112	and used in	noise
31113	is not available	noise
31114	set of data	noise
31115	and fault location	noise
31116	OPC UA compliant	relevant
31117	and OPC UA	noise
31118	of cancer patient	noise
31119	is improved by	noise
31120	optimal parameter of	noise
31121	and assist in	noise
31122	highly efficient compared	noise
31123	compared to various	noise
31124	various state-of-the-art approach	noise
31125	state-of-the-art approach and	noise
31126	approach and is	noise
31127	industrial automation 2005-2012	autonoise
31128	to human health	noise
31129	broadcast television network	relevant
31130	significant importance in	noise
31131	a a hierarchical	noise
31132	still a challenge	noise
31133	to identify anomaly	noise
31134	difficult to achieve	autonoise
31135	smart meter data	relevant
31136	load pattern and	noise
31137	applies a two-stage	noise
31138	two-stage decomposition technique	relevant
31139	arbitrary geometrical array	relevant
31140	technique to transform	noise
31141	channel covariance matrix	relevant
31142	secure routing path	relevant
31143	digital signal processing	relevant
31144	processing of industrial	noise
31145	of industrial inspection	noise
31146	industrial inspection application	relevant
31147	inspection application in	noise
31148	presented to provide	noise
31149	system fault diagnosis	relevant
31150	varying working condition	relevant
31151	based on upper	noise
31152	on upper layer	noise
31153	upper layer observation	relevant
31154	safety and efficiency	relevant
31155	industrial manufacturing system	relevant
31156	CNN and LSTM	relevant
31157	traffic flow prediction	relevant
31158	to give a	noise
31159	task need to	noise
31160	a bayesian network	noise
31161	bayesian network based	relevant
31162	signal classification method	relevant
31163	fog computing platform	relevant
31164	is studied and	noise
31165	heterogeneous and high-dimensional	noise
31166	and high-dimensional data	noise
31167	outperforms others in	noise
31168	focus on a	noise
31169	small object detection	noise
31170	term of latency	relevant
31171	service architecture is	noise
31172	6G core network	relevant
31173	wind power prediction	relevant
31174	harmonic elimination equation	relevant
31175	in LVRT operation	noise
31176	voltage monitoring and	noise
31177	of smart meter	noise
31178	metering infrastructure and	noise
31179	of a family	noise
31180	developed IoT convection	relevant
31181	to efficiently deal	noise
31182	order preference by	noise
31183	baseline method 2005-2012	autonoise
31184	proposed model in	noise
31185	resource-constrained IoT device	relevant
31186	efficient data sharing	relevant
31187	computational efficiency and	noise
31188	communication network ha	noise
31189	and reliable communication	noise
31190	throughput latency and	noise
31191	delay and loss	relevant
31192	challenging task to	noise
31193	accurate data analysis	relevant
31194	industrial environment is	noise
31195	locality-sensitive hashing technique	relevant
31196	of experiment based	noise
31197	of IACS a	noise
31198	to search and	noise
31199	a a data	noise
31200	and synthetic datasets	noise
31201	smart agriculture is	noise
31202	relay sensor utilizes	noise
31203	subcarriers to receive	relevant
31204	improve energy efficiency	noise
31205	farrowing house pigtalk	relevant
31206	and automatically activates	noise
31207	of streaming data	noise
31208	and achieve a	noise
31209	verifiable range query	relevant
31210	range query in	noise
31211	query in data	noise
31212	in data streaming	noise
31213	chameleon authentication tree	relevant
31214	not only support	noise
31215	to apply in	noise
31216	security challenge to	noise
31217	industrial IoT environment	relevant
31218	simulation on a	noise
31219	problem to address	noise
31220	multigraph datasets to	noise
31221	real datasets demonstrate	relevant
31222	system need to	noise
31223	of voice cloning	noise
31224	voice cloning attack	relevant
31225	in a controlled	noise
31226	iris pattern of	noise
31227	pattern of atlantic	relevant
31228	of atlantic salmon	noise
31229	different growth stage	noise
31230	LSTM to classify	relevant
31231	of sequential image	noise
31232	accurate prediction model	relevant
31233	based on generative	relevant
31234	on generative adversarial	noise
31235	achieves up to	noise
31236	up to improvement	relevant
31237	prediction accuracy compared	noise
31238	predictive model is	noise
31239	in medical field	noise
31240	failing to capture	relevant
31241	presented to forecast	noise
31242	smart uncoordinated and	noise
31243	uncoordinated and coordinated	relevant
31244	proposed q-learning technique	relevant
31245	three different scenario	noise
31246	effectiveness and advantage	autonoise
31247	and advantage of	noise
31248	gru encoder-decoder pair	relevant
31249	in a common	noise
31250	a common space	noise
31251	attention mechanism is	noise
31252	people s travel	noise
31253	driver detection legal	noise
31254	detection legal driver	relevant
31255	driver identification and	noise
31256	identification and driving	relevant
31257	and driving behavior	noise
31258	of driving behavior	noise
31259	paid little attention	relevant
31260	adaptive development environment	relevant
31261	digital twin and	noise
31262	high scalability and	noise
31263	sensing view to	noise
31264	on intelligent sensing	noise
31265	to classify and	noise
31266	classify and locate	relevant
31267	and physical anomaly	noise
31268	healthcare data system	relevant
31269	is efficient and	noise
31270	healthcare system 2005-2012	autonoise
31271	to IIoT device	noise
31272	of end user	noise
31273	ha attracted extensive	autonoise
31274	attracted extensive attention	relevant
31275	and industry a	noise
31276	of IIoT equipment	noise
31277	characteristic of IIoT	relevant
31278	mnist and cifar-10	relevant
31279	different sized time	noise
31280	sized time window	relevant
31281	flagged a soon	noise
31282	efficiency in IIoT	relevant
31283	in IIoT network	noise
31284	model in IIoT	relevant
31285	stochastic computation offloading	relevant
31286	problem is a	noise
31287	unknown nonlinear dynamic	relevant
31288	nonlinear dynamic system	relevant
31289	and to enhance	noise
31290	software defined networking	relevant
31291	industrial process in	noise
31292	datasets and a	noise
31293	license plate recognition	relevant
31294	is a significant	noise
31295	part of industry	relevant
31296	risk due to	noise
31297	propose a federated	noise
31298	population-based optimization method	relevant
31299	optimization method a	noise
31300	a hard real-time	noise
31301	hard real-time task	relevant
31302	by on average	noise
31303	industrial scenario in	noise
31304	enabled NIB deployed	relevant
31305	of uakms NIB	noise
31306	and construct a	noise
31307	according to different	noise
31308	component allocation problem	relevant
31309	designed to determine	autonoise
31310	important application in	noise
31311	component and a	noise
31312	improved incremental RVFL	relevant
31313	sixth generation 6G	relevant
31314	in PEC environment	noise
31315	mmW and μw	relevant
31316	dynamic and continuity	noise
31317	continuity of task	relevant
31318	of task generation	noise
31319	severe challenge to	noise
31320	long-term average delay	relevant
31321	average delay of	noise
31322	data of industrial	noise
31323	algorithm and framework	relevant
31324	and framework 2005-2012	noise
31325	transmission efficiency and	noise
31326	is optimized to	noise
31327	task extensive experiment	relevant
31328	in industry unfortunately	noise
31329	authentication and tamper	noise
31330	and tamper localization	noise
31331	sensing device and	noise
31332	device and communication	relevant
31333	and communication port	noise
31334	quality of sensing	relevant
31335	of sensing task	noise
31336	localization of UAV	relevant
31337	of UAV swarm	noise
31338	and high accuracy	noise
31339	sampling rate adaption	relevant
31340	average service delay	relevant
31341	DRL based approach	relevant
31342	f AP selection	noise
31343	constraint to determine	noise
31344	generalization capability of	noise
31345	MPA is proposed	noise
31346	by user in	noise
31347	technology to tackle	relevant
31348	data sharing framework	relevant
31349	reliability and security	relevant
31350	improved efficiency and	noise
31351	efficiency and reduced	noise
31352	a a semi-markov	noise
31353	a semi-markov decision	noise
31354	semi-markov decision process	relevant
31355	feature in addition	noise
31356	optimal decision in	noise
31357	sensor node to	noise
31358	privacy of industrial	noise
31359	i e sybil	noise
31360	sybil attack detection	relevant
31361	algorithm to perform	noise
31362	of off-road vehicle	noise
31363	of edge device	noise
31364	HM D of	noise
31365	fap in smart	noise
31366	distribution in smart	noise
31367	RV s speed	noise
31368	optimization goal of	noise
31369	become increasingly popular	relevant
31370	of CPS application	noise
31371	edge-cloud computing assisted	relevant
31372	computing assisted CPS	relevant
31373	future research direction	relevant
31374	of safety-critical system	noise
31375	and a hybrid	noise
31376	global model in	noise
31377	to facilitate distributed	noise
31378	extreme weather event	relevant
31379	failure probability of	noise
31380	line due to	noise
31381	of certain request	noise
31382	in edge network	noise
31383	potential to solve	autonoise
31384	and high-quality model	noise
31385	a blockchain-based framework	noise
31386	participating device reputation	relevant
31387	selecting reliable beacon	relevant
31388	unknown node in	noise
